Denominazione,Tipologia,Regione,Provincia,Comune,Esito,Data Aggiornamento,noindex,Link
Comunita' Comprensoriale Burgraviato,Comunita` Montane e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Merano,positivo,17/03/2019 02:05:14,x,https://www.bzgbga.it/it/Amministrazione/Amministrazione_Trasparente
Amministrazione Separata B.U.C. Monguelfo Paese,Altri Enti Locali,Trentino Alto Adige,Bolzano,Monguelfo-Tesido,positivo,17/03/2019 02:05:14,x,https://www.comune.monguelfo-tesido.bz.it/it/amministrazione_trasparente
Amministrazione Spearata Tesido Paese,Altri Enti Locali,Trentino Alto Adige,Bolzano,Monguelfo-Tesido,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.welsberg-taisten.bz.it/it/amministrazione_trasparente
Comune di Borgata Monguelfo-Tedisio,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Monguelfo-Tesido,positivo,17/03/2019 02:05:14,x,https://www.comune.monguelfo-tesido.bz.it/it/amministrazione_trasparente
Comune di Montagna,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Montagna,positivo,17/03/2019 02:05:14,x,https://www.montagna.eu/system/web/transparenz2014_sgv.aspx?menuonr=223766463&sprache=3
Comune di Moso in Passiria,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Moso in Passiria,positivo,17/03/2019 02:05:14,x,https://www.comune.mosoinpassiria.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224003283&sprache=3
Comune di Nalles,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Nalles,positivo,17/03/2019 02:05:14,x,https://www.nalles.eu/system/web/transparenz2014_sgv.aspx?menuonr=223776344&sprache=3
Comune di Naturno,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Naturno,positivo,17/03/2019 02:05:14,x,https://www.comune.naturno.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223788086&sprache=3
Comune di Naz Sciaves,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Naz-Sciaves,positivo,17/03/2019 02:05:14,x,https://www.comune.naz-sciaves.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223780643&sprache=3
Comune di Nova Levante,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Nova Levante,positivo,17/03/2019 02:05:14,x,https://www.comune.novalevante.bz.it/it/amministrazione_trasparente
Comune di Nova Ponente,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Nova Ponente,positivo,17/03/2019 02:05:14,x,https://www.nova-ponente.eu/system/web/transparenz2014_sgv.aspx?menuonr=223767912&sprache=3
Comune di Ora,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Ora,positivo,17/03/2019 02:05:14,x,https://www.comune.ora.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223760927&sprache=3
Comune di Ortisei,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Ortisei,positivo,17/03/2019 02:05:14,x,https://www.comune.ortisei.bz.it/it/amministrazione_trasparente
Comune di Parcines,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Parcines,positivo,17/03/2019 02:05:14,x,https://www.comune.parcines.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223761371&sprache=3
Comune di Perca,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Perca,positivo,17/03/2019 02:05:14,x,https://www.comune.perca.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223830479&sprache=3
Comune di Plaus,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Plaus,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.plaus.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223790665&sprache=3
Comune di Ponte Gardena,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Ponte Gardena,positivo,17/03/2019 02:05:14,x,https://www.waidbruck.it/system/web/transparenz2014_sgv.aspx?menuonr=223804146&sprache=3
Comune di Postal,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Postal,positivo,17/03/2019 02:05:14,x,https://www.comune.postal.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223940155&sprache=3
Amministrazione Separata Buc Prato allo Stelvio,Altri Enti Locali,Trentino Alto Adige,Bolzano,Prato allo Stelvio,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.prad.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223897804&sprache=3
Comune di Prato allo Stelvio,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Prato allo Stelvio,positivo,17/03/2019 02:05:14,x,https://www.comune.prato.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223897804&sprache=3
Amministrazione Beni Uso Civico Predoi,Altri Enti Locali,Trentino Alto Adige,Bolzano,Predoi,positivo,17/03/2019 02:05:14,x,https://www.prettau.it/it/Comune/Amministrazione_Trasparente
Comune di Predoi,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Predoi,positivo,17/03/2019 02:05:14,x,https://www.prettau.it/it/Comune/Amministrazione_Trasparente
Comune di Proves,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Proves,positivo,17/03/2019 02:05:14,x,https://www.comune.proves.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223676160&sprache=3
Comune di Racines,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Racines,positivo,17/03/2019 02:05:14,x,https://www.racines.eu/system/web/transparenz2014_sgv.aspx?menuonr=224053983&sprache=3
Amministrazione Separata B.U.C. Ex-comune di Anterselva,Altri Enti Locali,Trentino Alto Adige,Bolzano,Rasun Anterselva,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.rasenantholz.bz.it/it/amministrazione_trasparente
Amministrazione Separata B.U.C. Frazione di Anterselva di Mezzo,Altri Enti Locali,Trentino Alto Adige,Bolzano,Rasun Anterselva,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.olang.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224093414&sprache=3
Amministrazione Separata B.U.C. Frazione di Anterselva di Sopra,Altri Enti Locali,Trentino Alto Adige,Bolzano,Rasun Anterselva,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.rasenantholz.bz.it/it/amministrazione_trasparente
Amministrazione Separata B.U.C. Frazione di Nove Case,Altri Enti Locali,Trentino Alto Adige,Bolzano,Rasun Anterselva,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.rasenantholz.bz.it/it/amministrazione_trasparente
Amministrazione Separata Beni Usi Civici Frazione di Anterselva di Sotto - Amministrazione Separata B.U.C.,Altri Enti Locali,Trentino Alto Adige,Bolzano,Rasun Anterselva,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.rasenantholz.bz.it/it/amministrazione_trasparente
Comune di Rasun Anterselva,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Rasun Anterselva,positivo,17/03/2019 02:05:14,x,https://www.comune.rasunanterselva.bz.it/it/amministrazione_trasparente
Frazione di Rasun di Sopra - Amministrazione Separata B.U.C.,Altri Enti Locali,Trentino Alto Adige,Bolzano,Rasun Anterselva,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.rasenantholz.bz.it/it/amministrazione_trasparente
Frazione di Rasun di Sotto - Amministrazione Separata B.U.C.,Altri Enti Locali,Trentino Alto Adige,Bolzano,Rasun Anterselva,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.rasenantholz.bz.it/it/amministrazione_trasparente
Comune di Renon,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Renon,positivo,17/03/2019 02:05:14,x,https://www.ritten.eu/system/web/transparenz2014_sgv.aspx?menuonr=224257928&sprache=3
Comune di Caines,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Rifiano,positivo,17/03/2019 02:05:14,x,https://www.comune.caines.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223805423&sprache=3
Comune di Rifiano,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Rifiano,positivo,17/03/2019 02:05:14,x,https://www.comune.rifiano.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223805193&sprache=3
Comune di Rio di Pusteria,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Rio di Pusteria,positivo,17/03/2019 02:05:14,x,https://www.muehlbach.it/system/web/transparenz2014_sgv.aspx?menuonr=223897224&sprache=3
Comune di Rodengo,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Rodengo,positivo,17/03/2019 02:05:14,x,https://www.comune.rodengo.bz.it/system/web/transparenz2014_sgv.aspx?sprache=3&menuonr=223800014
Comune di Salorno,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Salorno,positivo,17/03/2019 02:05:14,x,https://www.comune.salorno.bz.it/it/amministrazione_trasparente
Amministrazione Separata Dei Beni di Uso Civico di San Candido,Altri Enti Locali,Trentino Alto Adige,Bolzano,San Candido,positivo,17/03/2019 02:05:14,x,https://www.innichen.eu/it/Amministrazione/Municipio/Amministrazione_trasparente
Comune di San Candido,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,San Candido,positivo,17/03/2019 02:05:14,x,https://www.sancandido.eu/it/Amministrazione/Municipio/Amministrazione_trasparente
Comune di San Genesio Atesino,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,San Genesio Atesino,positivo,17/03/2019 02:05:14,x,https://www.comune.sangenesioatesino.bz.it/it/amministrazione_trasparente
Comune di San Leonardo in Passiria,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,San Leonardo in Passiria,positivo,17/03/2019 02:05:14,x,https://www.san-leonardo.eu/it/amministrazione_trasparente
Comune di San Lorenzo di Sebato,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,San Lorenzo di Sebato,positivo,17/03/2019 02:05:14,x,https://www.stlorenzen.eu/it/Comune/Amministrazione_Trasparente
Comune di San Martino In Badia,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,San Martino in Badia,positivo,17/03/2019 02:05:14,x,https://www.comune.sanmartinoinbadia.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223777787&sprache=3
Comune di San Martino in Passiria,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,San Martino in Passiria,positivo,17/03/2019 02:05:14,x,https://www.stmp.it/it/amministrazione_trasparente
Comune di San Pancrazio,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,San Pancrazio,positivo,17/03/2019 02:05:14,x,https://www.comune.sanpancrazio.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223797479&sprache=3
Comune di Santa Cristina Valgardena,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Santa Cristina Valgardena,positivo,17/03/2019 02:05:14,x,https://www.santacristina.eu/system/web/transparenz2014_sgv.aspx?menuonr=223940095&sprache=3
Comune di Sarentino,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Sarentino,positivo,17/03/2019 02:05:14,x,https://www.comune.sarentino.bz.it/de/Verwaltung/Transparente_Verwaltung
Comune di Scena,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Scena,positivo,17/03/2019 02:05:14,x,https://www.comune.scena.bz.it/it/Comune/Amministrazione_Trasparente
Comune di Selva Dei Molini,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Selva dei Molini,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.muehlwald.bz.it/it/Comune/Amministrazione_Trasparente
Comune di Selva di Val Gardena,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Selva di Val Gardena,positivo,17/03/2019 02:05:14,x,http://www.selva.eu/system/web/transparenz2014_sgv.aspx?menuonr=224023289&sprache=3
Comune di Senale - San Felice,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Senale-San Felice,positivo,17/03/2019 02:05:14,x,https://www.ulfraufelix.eu/system/web/transparenz2014_sgv.aspx?menuonr=223780806&sprache=3
Comune di Senales,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Senales,positivo,17/03/2019 02:05:14,x,https://www.comune.senales.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223791191&sprache=3
Amministrazione Beni Uso Civico Frazione Monte di Fuori,Altri Enti Locali,Trentino Alto Adige,Bolzano,Sesto,positivo,17/03/2019 02:05:14,x,https://www.sesto.eu/it/amministrazione_trasparente
Amministrazione Beni Uso Civico Frazione Monte di Mezzo,Altri Enti Locali,Trentino Alto Adige,Bolzano,Sesto,positivo,17/03/2019 02:05:14,x,https://www.sesto.eu/it/amministrazione_trasparente
Amministrazione Beni Uso Civico Frazione di Fucine,Altri Enti Locali,Trentino Alto Adige,Bolzano,Sesto,positivo,17/03/2019 02:05:14,x,https://www.sesto.eu/it/amministrazione_trasparente
Amministrazione Separata Beni Usi Civici Corces,Altri Enti Locali,Trentino Alto Adige,Bolzano,Silandro,positivo,17/03/2019 02:05:14,x,http://www.comune.silandro.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224225979&sprache=3
Amministrazione Separata Beni Usi Civici Covelano,Altri Enti Locali,Trentino Alto Adige,Bolzano,Silandro,positivo,17/03/2019 02:05:14,x,http://www.schlanders.it/system/web/transparenz2014_sgv.aspx?menuonr=224225979&sprache=3
Amministrazione Separata Beni Usi Civici Silandro,Altri Enti Locali,Trentino Alto Adige,Bolzano,Silandro,positivo,17/03/2019 02:05:14,x,http://www.schlanders.it/system/web/transparenz2014_sgv.aspx?menuonr=224225979&sprache=3
Amministrazione Separata Beni Usi Civici Vezzano,Altri Enti Locali,Trentino Alto Adige,Bolzano,Silandro,positivo,17/03/2019 02:05:14,x,http://www.schlanders.it/system/web/transparenz2014_sgv.aspx?menuonr=224225979&sprache=3
Comune di Silandro,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Silandro,positivo,17/03/2019 02:05:14,x,http://www.silandro.it/system/web/transparenz2014_sgv.aspx?menuonr=224225979&sprache=3
Comunita' Comprensoriale Val Venosta,Comunita` Montane e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Silandro,positivo,17/03/2019 02:05:14,x,http://www.bzgvin.it/system/web/transparenz2014_sgv.aspx?menuonr=223893948&Sprache=3
Comune di Sluderno,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Sluderno,positivo,17/03/2019 02:05:14,x,https://www.comune.sluderno.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223776273&sprache=3
Amministrazione Separata Beni Uso Civici di Stelvio,Altri Enti Locali,Trentino Alto Adige,Bolzano,Stelvio,positivo,17/03/2019 02:05:14,x,https://www.comune.stelvio.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224154719&sprache=3
Comune di Stelvio,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Stelvio,positivo,17/03/2019 02:05:14,x,https://www.comune.stelvio.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224154719&sprache=3
Amministrazione Separata Dei Beni Ad Uso Civico Terento Capoluogo,Altri Enti Locali,Trentino Alto Adige,Bolzano,Terento,positivo,17/03/2019 02:05:14,x,https://www.comune.terento.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223767080&sprache=3
Comune di Terento,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Terento,positivo,17/03/2019 02:05:14,x,https://www.comune.terento.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223767080&sprache=3
Comune di Terlano,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Terlano,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.terlan.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223753231&sprache=3
Comune di Termeno sulla Strada del Vino,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Termeno sulla strada del vino,positivo,17/03/2019 02:05:14,x,https://www.comune.termeno.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223958641&sprache=3
Comune di Tesimo,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Tesimo,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.tisens.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223761739&sprache=3
Comune di Tires,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Tires,positivo,17/03/2019 02:05:14,x,https://www.comune.tires.bz.it/it/amministrazione_trasparente
Comune di Tirolo,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Tirolo,positivo,17/03/2019 02:05:14,x,https://www.comune.tirolo.bz.it/it/amministrazione_trasparente
Comune di Trodena nel Parco naturale - Truden im Naturpark,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Trodena nel parco naturale,positivo,17/03/2019 02:05:14,x,https://www.comune.trodena.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223763796&sprache=3
Comune di Tubre,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Tubre,positivo,17/03/2019 02:05:14,x,https://www.comune.tubre.bz.it/it/amministrazione_trasparente
Comune di Ultimo,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Ultimo,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.ulten.bz.it/it/Amministrazione/Municipio/Amministrazione_trasparente
Comune di Vadena,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Vadena,positivo,17/03/2019 02:05:14,x,https://www.comune.vadena.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223763351&sprache=3
Comune di Val di Vizze,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Val di Vizze,positivo,17/03/2019 02:05:14,x,https://www.comune.valdivizze.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223774390&sprache=3
Amministrazione Separata B.U.C. Frazione di Sorafurcia,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valdaora,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.olang.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224093414&sprache=3
Amministrazione Separata B.U.C. Frazione di Valdaora di Mezzo,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valdaora,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.olang.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224093414&sprache=3
Amministrazione Separata B.U.C. Frazione di Valdaora di Sopra,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valdaora,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.olang.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224093414&sprache=3
Amministrazione Separata B.U.C. Frazione di Valdaora di Sotto,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valdaora,positivo,17/03/2019 02:05:14,x,https://www.gemeinde.olang.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224093414&sprache=3
Comune di Valdaora,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Valdaora,positivo,17/03/2019 02:05:14,x,https://www.comune.valdaora.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=224093414&sprache=3
Comune di Valle Aurina,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Valle Aurina,positivo,17/03/2019 02:05:14,x,https://www.ahrntal.eu/it/Comune/Amministrazione_Trasparente
Amministrazione Separata B.U.C. Colle di Dentro,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valle di Casies,positivo,17/03/2019 02:05:14,x,https://www.gsies.eu/system/web/transparenz2014_sgv.aspx?menuonr=223805311&sprache=3
Amministrazione Separata B.U.C. Colle di Fuori,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valle di Casies,positivo,17/03/2019 02:05:14,x,https://www.gsies.eu/system/web/transparenz2014_sgv.aspx?menuonr=223805311&sprache=3
Amministrazione Separata B.U.C. Planca di Sotto,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valle di Casies,positivo,17/03/2019 02:05:14,x,https://www.gsies.eu/system/web/transparenz2014_sgv.aspx?menuonr=223805311&sprache=3
Amministrazione Separata Beni Uso Civico San Martino Vallalta,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valle di Casies,positivo,17/03/2019 02:05:14,x,https://www.gsies.eu/system/web/transparenz2014_sgv.aspx?menuonr=223805311&sprache=3
Amministrazione Separata Dei Beni di Uso Civico di Santa Maddalena Vallalta,Altri Enti Locali,Trentino Alto Adige,Bolzano,Valle di Casies,positivo,17/03/2019 02:05:14,x,https://www.gsies.eu/system/web/transparenz2014_sgv.aspx?menuonr=223805311&sprache=3
Comune di Valle di Casies,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Valle di Casies,positivo,17/03/2019 02:05:14,x,https://www.gsies.eu/system/web/transparenz2014_sgv.aspx?menuonr=223805311&sprache=3
Comune di Vandoies,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Vandoies,positivo,17/03/2019 02:05:14,x,https://www.comune.vandoies.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223774804&sprache=3
Comune di Varna,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Varna,positivo,17/03/2019 02:05:14,x,https://www.varna.eu/it/Comune/Amministrazione_Trasparente
Comune di Velturno,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Velturno,positivo,17/03/2019 02:05:14,x,https://www.comune.velturno.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223771870&sprache=3
Comune di Verano,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Verano,positivo,17/03/2019 02:05:14,x,https://www.comune.verano.bz.it/system/web/transparenz2014_sgv.aspx?menuonr=223761884&sprache=3
Amministrazione Separata Beni Usi Civici Villabassa,Altri Enti Locali,Trentino Alto Adige,Bolzano,Villabassa,positivo,17/03/2019 02:05:14,x,https://www.niederdorf.eu/it/Amministrazione/Uffici_comunali/Amministrazione_Trasparente
Comune di Villabassa,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Villabassa,positivo,17/03/2019 02:05:14,x,https://www.niederdorf.eu/it/Amministrazione/Uffici_comunali/Amministrazione_Trasparente
Comune di Villandro,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Villandro,positivo,17/03/2019 02:05:14,x,https://www.comune.villandro.bz.it/it/amministrazione_trasparente
Comune di Vipiteno,Comuni e loro Consorzi e Associazioni,Trentino Alto Adige,Bolzano,Vipiteno,positivo,17/03/2019 02:05:14,x,https://www.vipiteno.eu/it/Amministrazione/Municipio/Amministrazione_trasparente
Ente Parco Paneveggio Pale di San Martino,"Parchi Nazionali, Consorzi e Enti Gestori di Parchi e Aree Naturali Protette",Trentino Alto Adige,Trento,Primiero San Martino di Castrozza,positivo,17/03/2019 02:05:14,x,https://www.parcopan.org/it/ente/amministrazione-trasparente-p303.html
ISTITUTO COMPRENSIVO - ASSISI 3,Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Perugia,Assisi,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PGIC833006/4#new_tab
Istituto Comprensivo Foligno 3 G. Galilei S. Eraclio Foligno,Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Perugia,Foligno,positivo,17/03/2019 02:05:14,x,http://www.comprensivo-galilei-seraclio.it/component/banners/click/3.html
Istituto Comprensivo Statale Foligno 5,Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Perugia,Foligno,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PGIC83100E/3
LICEO CLASSICO - 'F. FREZZI - B. ANGELA',Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Perugia,Foligno,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PGRC09000R/4
"Camera di Commercio, Industria, Artigianato e Agricoltura di Perugia","Camere di Commercio, Industria, Artigianato e Agricoltura e loro Unioni Regionali",Umbria,Perugia,Perugia,positivo,17/03/2019 02:05:14,x,http://www.pg.camcom.gov.it/P42A0C0S450/Amministrazione-trasparente.htm
DIREZIONE DIDATTICA - 'COMPAROZZI'/SECONDO CIRC. PG,Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Perugia,Perugia,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PGEE00200L/13/0/3bb84510-c0df-4c96-8453-bd9a70abad78/show
Istituto Comprensivo Perugia 1,Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Perugia,Perugia,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PGIC85100Q/4#new_tab
Promocamera Azienda Speciale Camera di Commercio Perugia,"Camere di Commercio, Industria, Artigianato e Agricoltura e loro Unioni Regionali",Umbria,Perugia,Perugia,positivo,17/03/2019 02:05:14,x,http://www.pg.camcom.gov.it/P42A0C0S450/Amministrazione-trasparente.htm
Istituto Comprensivo di Attigliano Guardea,Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Terni,Attigliano,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TRIC810005/4#new_tab
ISTITUTO COMPRENSIVO NARNI CENTRO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Terni,Narni,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TRIC82100G/4
Consiglio Provinciale Dei Consulenti del Lavoro di Terni,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Umbria,Terni,Terni,positivo,17/03/2019 02:05:14,x,http://www.consulentidellavoro.terni.it/amministrazione-trasparente/
DIREZIONE DIDATTICA - D.D. TERNI S.GIOVANNI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Terni,Terni,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TREE00400X/4
ISTITUTO COMPRENSIVO - I.C. TERNI 'G.OBERDAN',Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Terni,Terni,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TRIC809001/12
SCUOLA PRIMARIA - D.D. TERNI 'G.MAZZINI',Istituti di Istruzione Statale di Ogni Ordine e Grado,Umbria,Terni,Terni,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TREE00100C/4#new_tab
Office Regional du Tourisme - Ufficio Regionale del Turismo della Valle d'Aosta,Agenzie ed Enti per il Turismo,Valle D'Aosta,Aosta,Aosta,positivo,17/03/2019 02:05:14,x,http://www.turismo.vda.it/it/albo/amministrazione-trasparente.html
Servizi Ampezzo Unipersonale S.R.L.,Altri Enti Locali,Veneto,Belluno,Cortina d'Ampezzo,positivo,17/03/2019 02:05:14,x,http://amministrazionetrasparente.serviziampezzo.it/
Comune di Feltre,Comuni e loro Consorzi e Associazioni,Veneto,Belluno,Feltre,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Feltre/ammTrasparente.html
Comune di Forno di Zoldo,Comuni e loro Consorzi e Associazioni,Veneto,Belluno,Forno di Zoldo,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/ValDiZoldo/ammTrasparente.html
